SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
SO48861,1,12/09/2020,Seth Smith,seth0@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48862,1,12/09/2020,Alexandria Reed,alexandria41@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48863,1,12/09/2020,Richard Flores,richard67@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48858,1,12/09/2020,Denise Raman,denise13@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48859,1,12/09/2020,Scott Seely,scott11@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48865,1,12/09/2020,Richard Anderson,richard50@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO48864,1,12/09/2020,Jasmine Lewis,jasmine18@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48860,1,12/09/2020,Preston Rodriguez,preston17@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO48866,1,12/09/2020,Tonya Andersen,tonya12@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48874,1,12/10/2020,Pedro Rana,pedro11@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48875,1,12/10/2020,Naomi Jimenez,naomi5@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO48869,1,12/10/2020,Alfredo Munoz,alfredo8@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48870,1,12/10/2020,Billy Blanco,billy16@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48871,1,12/10/2020,Alexandra Howard,alexandra15@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48872,1,12/10/2020,Katherine Robinson,katherine89@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO48873,1,12/10/2020,Robert Thomas,robert69@adventure-works.com,"Road-650 Red, 60",1,782.99,62.6392
SO48867,1,12/10/2020,Linda Munoz,linda22@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48868,1,12/10/2020,Bethany Deng,bethany5@adventure-works.com,"Road-650 Black, 44",1,782.99,62.6392
SO48877,1,12/10/2020,Lucas Hughes,lucas59@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO48876,1,12/10/2020,Dustin Pal,dustin12@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO48882,1,12/11/2020,Wyatt Washington,wyatt63@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48878,1,12/11/2020,Rafael Pal,rafael36@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO48881,1,12/11/2020,Deborah Deng,deborah5@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48884,1,12/11/2020,Curtis He,curtis15@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO48880,1,12/11/2020,Janelle Madan,janelle7@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48883,1,12/11/2020,Carmen Lopez,carmen1@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48879,1,12/11/2020,Michele Suarez,michele53@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48886,1,12/12/2020,Sergio Sai,sergio6@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48890,1,12/12/2020,Jay Raman,jay19@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48891,1,12/12/2020,Jessie She,jessie29@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48885,1,12/12/2020,Zoe Cox,zoe9@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48888,1,12/12/2020,Audrey Rubio,audrey23@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO48887,1,12/12/2020,Rachael Sanchez,rachael19@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48889,1,12/12/2020,Mya Bryant,mya18@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48903,1,12/13/2020,Kaylee Allen,kaylee46@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO48900,1,12/13/2020,Morgan Powell,morgan78@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48897,1,12/13/2020,Theodore Browning,theodore16@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO48896,1,12/13/2020,Jimmy Serrano,jimmy20@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48893,1,12/13/2020,Leonard Andersen,leonard14@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO48892,1,12/13/2020,Tanya Gutierrez,tanya7@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO48894,1,12/13/2020,Tabitha Diaz,tabitha22@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO48895,1,12/13/2020,Nathan Miller,nathan64@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO48899,1,12/13/2020,Corey Lal,corey8@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48901,1,12/13/2020,Lacey Kumar,lacey42@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48898,1,12/13/2020,Ian Scott,ian28@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48902,1,12/13/2020,Darren Dominguez,darren35@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48909,1,12/14/2020,Theresa Munoz,theresa4@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48908,1,12/14/2020,Johnathan Madan,johnathan9@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48904,1,12/14/2020,Brittany Price,brittany0@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48905,1,12/14/2020,Alex Hernandez,alex49@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48906,1,12/14/2020,Eric Jenkins,eric15@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48907,1,12/14/2020,Jose Clark,jose80@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48919,1,12/15/2020,Darryl Liang,darryl16@adventure-works.com,"Road-650 Red, 44",1,782.99,62.6392
SO48914,1,12/15/2020,Grace White,grace12@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48917,1,12/15/2020,Jarrod Rodriguez,jarrod18@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48916,1,12/15/2020,Cole Ramirez,cole9@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48918,1,12/15/2020,Diana Alvarez,diana3@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48913,1,12/15/2020,Dalton Coleman,dalton51@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO48912,1,12/15/2020,Jï¿½sus Alonso,jï¿½sus7@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO48911,1,12/15/2020,Isabella Washington,isabella23@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO48910,1,12/15/2020,Zachary Martinez,zachary48@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO48915,1,12/15/2020,Jamie Zhang,jamie2@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO48925,1,12/16/2020,Denise Lopez,denise17@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO48928,1,12/16/2020,Nathaniel Howard,nathaniel12@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO48926,1,12/16/2020,Bruce Sanz,bruce41@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48929,1,12/16/2020,Krystal Liu,krystal4@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48923,1,12/16/2020,Kaitlyn Jenkins,kaitlyn74@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO48922,1,12/16/2020,Jodi Shan,jodi10@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48930,1,12/16/2020,Latasha Dominguez,latasha12@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48921,1,12/16/2020,Mandy Gao,mandy16@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48920,1,12/16/2020,Adriana Madan,adriana8@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48927,1,12/16/2020,Wyatt Miller,wyatt6@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48924,1,12/16/2020,Ana Butler,ana13@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48934,1,12/17/2020,Jan Green,jan14@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48933,1,12/17/2020,Aaron Hughes,aaron10@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48932,1,12/17/2020,Kristin Raji,kristin18@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO48937,1,12/17/2020,Pamela Martinez,pamela21@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48936,1,12/17/2020,Kristi Dominguez,kristi8@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48935,1,12/17/2020,Richard Bryant,richard73@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO48931,1,12/17/2020,Jerry Shan,jerry11@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO48938,1,12/18/2020,Deanna Diaz,deanna28@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48939,1,12/18/2020,Tony Chande,tony17@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO48944,1,12/18/2020,Misty Kumar,misty9@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO48940,1,12/18/2020,Ruben Gutierrez,ruben34@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO48943,1,12/18/2020,Bethany Shan,bethany13@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48942,1,12/18/2020,Elijah Roberts,elijah33@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48941,1,12/18/2020,Victoria Taylor,victoria10@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO48946,1,12/19/2020,Alexis Smith,alexis0@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48949,1,12/19/2020,Aimee Chen,aimee2@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO48948,1,12/19/2020,Tina Chandra,tina4@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48947,1,12/19/2020,Meredith Munoz,meredith30@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48945,1,12/19/2020,Rebecca Adams,rebecca17@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO48953,1,12/20/2020,Max Ortega,max20@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO48956,1,12/20/2020,Lydia Sai,lydia5@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO48952,1,12/20/2020,Johnny Moyer,johnny20@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48955,1,12/20/2020,Eugene He,eugene23@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48950,1,12/20/2020,Kristen Ye,kristen8@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48954,1,12/20/2020,Sydney Edwards,sydney45@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48951,1,12/20/2020,Calvin Kumar,calvin8@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO48960,1,12/21/2020,Danielle Rivera,danielle19@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48961,1,12/21/2020,Arturo Xu,arturo13@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO48962,1,12/21/2020,Rebekah Suarez,rebekah39@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48958,1,12/21/2020,Sydney Wood,sydney24@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO48963,1,12/21/2020,Taylor White,taylor60@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO48959,1,12/21/2020,Emmanuel Sai,emmanuel5@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO48957,1,12/21/2020,Stanley Chandra,stanley2@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO48969,1,12/22/2020,Kendra Gomez,kendra1@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO48966,1,12/22/2020,Heather Ma,heather15@adventure-works.com,"Road-250 Black, 44",1,2181.5625,174.525
SO48964,1,12/22/2020,Randall Munoz,randall8@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48965,1,12/22/2020,Marco Arun,marco7@adventure-works.com,"Road-550-W Yellow, 48",1,1000.4375,80.035
SO48968,1,12/22/2020,Benjamin Ross,benjamin5@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO48972,1,12/22/2020,Karla Yuan,karla7@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48971,1,12/22/2020,Jason Campbell,jason36@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48967,1,12/22/2020,Isabella Ross,isabella15@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO48973,1,12/22/2020,Amanda Hall,amanda66@adventure-works.com,"Road-650 Black, 62",1,782.99,62.6392
SO48970,1,12/22/2020,Jasmine Davis,jasmine5@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO48987,1,12/23/2020,Kelvin Sharma,kelvin6@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO48986,1,12/23/2020,Gregory Nara,gregory20@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO48978,1,12/23/2020,Jonathan Wilson,jonathan57@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO48979,1,12/23/2020,Sarah Washington,sarah38@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO48984,1,12/23/2020,Cheryl Munoz,cheryl9@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48985,1,12/23/2020,Terry Yuan,terry10@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48976,1,12/23/2020,Krystal Liang,krystal17@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48975,1,12/23/2020,Colin Cai,colin21@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO48974,1,12/23/2020,Jeremiah Miller,jeremiah0@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO48982,1,12/23/2020,Samuel Henderson,samuel3@adventure-works.com,"Road-650 Red, 60",1,782.99,62.6392
SO48983,1,12/23/2020,Keith Raji,keith25@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO48980,1,12/23/2020,Wesley Li,wesley3@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO48981,1,12/23/2020,Tiffany Chen,tiffany2@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO48977,1,12/23/2020,Tyrone Moreno,tyrone6@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO48993,1,12/24/2020,Carrie Alvarez,carrie4@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO48994,1,12/24/2020,Evan Sanders,evan3@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO48988,1,12/24/2020,Corey Anand,corey19@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO48991,1,12/24/2020,Johnathan Suri,johnathan1@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48990,1,12/24/2020,Emmanuel Lopez,emmanuel15@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO48992,1,12/24/2020,Andrew Walker,andrew30@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO48989,1,12/24/2020,Lee Rubio,lee19@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48995,1,12/25/2020,Kelvin Raji,kelvin18@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO48998,1,12/25/2020,Dawn Zhu,dawn16@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO48997,1,12/25/2020,Kyle Parker,kyle29@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO48996,1,12/25/2020,Patrick Murphy,patrick20@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49007,1,12/26/2020,Victoria Cooper,victoria35@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49006,1,12/26/2020,Juan Ramos,juan5@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49000,1,12/26/2020,Dominique Malhotra,dominique4@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO48999,1,12/26/2020,Terrence Yuan,terrence7@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49002,1,12/26/2020,Alfredo Alonso,alfredo9@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49003,1,12/26/2020,Tiffany Zimmerman,tiffany20@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49004,1,12/26/2020,Mario Moyer,mario15@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49005,1,12/26/2020,Devin Kelly,devin64@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49008,1,12/26/2020,Kern Sutton,kern0@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49001,1,12/26/2020,Teresa Blanco,teresa16@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49011,1,12/27/2020,Brooke Rivera,brooke14@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49010,1,12/27/2020,Kristin Shan,kristin11@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49009,1,12/27/2020,Clayton Anand,clayton40@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49014,1,12/28/2020,Jeremiah Gray,jeremiah42@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49012,1,12/28/2020,Jon Xu,jon45@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49013,1,12/28/2020,Andrew Robinson,andrew25@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49015,1,12/28/2020,Barry Sara,barry11@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49016,1,12/28/2020,Bianca Zhao,bianca8@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49021,1,12/29/2020,Alvin Andersen,alvin35@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49017,1,12/29/2020,Chad Nath,chad19@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49018,1,12/29/2020,Franklin Xie,franklin21@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49019,1,12/29/2020,Casey Shan,casey11@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49020,1,12/29/2020,Stanley Schmidt,stanley11@adventure-works.com,"Road-550-W Yellow, 42",1,1000.4375,80.035
SO49022,1,12/29/2020,Jerome Vazquez,jerome13@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
SO49024,1,12/29/2020,Kathleen Jimenez,kathleen7@adventure-works.com,"Road-650 Black, 48",1,782.99,62.6392
SO49023,1,12/29/2020,Julie Tang,julie8@adventure-works.com,"Road-650 Red, 48",1,782.99,62.6392
SO49030,1,12/30/2020,Gilbert Zhao,gilbert8@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49029,1,12/30/2020,Walter Romero,walter22@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49025,1,12/30/2020,Darryl Guo,darryl17@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49026,1,12/30/2020,Linda Moreno,linda21@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49027,1,12/30/2020,Justin Simmons,justin12@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49028,1,12/30/2020,Arturo Sharma,arturo34@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49033,1,12/31/2020,Brian Torres,brian16@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49032,1,12/31/2020,Kristin Jai,kristin12@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49034,1,12/31/2020,Karl Xu,karl5@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49035,1,12/31/2020,Bruce Rubio,bruce42@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49037,1,12/31/2020,Devin Thompson,devin14@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49038,1,12/31/2020,Kaylee Phillips,kaylee27@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49031,1,12/31/2020,Thomas Phillips,thomas43@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49036,1,12/31/2020,Ethan Clark,ethan36@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49171,1,01/01/2021,Mariah Foster,mariah21@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49172,1,01/01/2021,Brian Howard,brian23@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49173,1,01/01/2021,Linda Alvarez,linda19@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49174,1,01/01/2021,Gina Hernandez,gina4@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49178,1,01/01/2021,Beth Ruiz,beth4@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49179,1,01/01/2021,Evan Ward,evan13@adventure-works.com,"Road-550-W Yellow, 38",1,1000.4375,80.035
SO49175,1,01/01/2021,Margaret Guo,margaret24@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49180,1,01/01/2021,Mitchell Yuan,mitchell6@adventure-works.com,"Road-650 Black, 58",1,782.99,62.6392
SO49176,1,01/01/2021,Shawn Sharma,shawn11@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49177,1,01/01/2021,Barbara Chande,barbara44@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49186,1,01/02/2021,Cara Xu,cara8@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49187,1,01/02/2021,Lacey Liu,lacey16@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49190,1,01/02/2021,Omar Zhu,omar13@adventure-works.com,"Road-550-W Yellow, 40",1,1000.4375,80.035
SO49185,1,01/02/2021,Cassandra Fernandez,cassandra17@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49184,1,01/02/2021,Monica Martinez,monica17@adventure-works.com,"Mountain-200 Black, 46",1,2049.0982,163.9279
SO49189,1,01/02/2021,Marie Gonzalez,marie20@adventure-works.com,"Road-650 Black, 48",1,782.99,62.6392
SO49182,1,01/02/2021,Alexandra Hall,alexandra89@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49183,1,01/02/2021,Alejandro Raji,alejandro46@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49181,1,01/02/2021,Derrick Jimï¿½nez,derrick5@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49188,1,01/02/2021,Erin Cox,erin15@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49192,1,01/03/2021,Eugene Sun,eugene17@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49191,1,01/03/2021,Benjamin Thompson,benjamin52@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49195,1,01/03/2021,Barry Malhotra,barry5@adventure-works.com,"Road-650 Red, 58",1,782.99,62.6392
SO49194,1,01/03/2021,Clayton Wagner,clayton1@adventure-works.com,"Road-650 Black, 60",1,782.99,62.6392
SO49196,1,01/03/2021,Katherine Perry,katherine33@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49198,1,01/03/2021,Lori Alvarez,lori7@adventure-works.com,"Road-650 Black, 52",1,782.99,62.6392
SO49199,1,01/03/2021,Jillian Patel,jillian3@adventure-works.com,"Road-650 Black, 62",1,782.99,62.6392
SO49193,1,01/03/2021,Summer Rodriguez,summer17@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49197,1,01/03/2021,Oscar Flores,oscar20@adventure-works.com,"Mountain-200 Black, 42",1,2049.0982,163.9279
SO49205,1,01/04/2021,Rebekah Serrano,rebekah36@adventure-works.com,"Mountain-200 Black, 38",1,2049.0982,163.9279
SO49204,1,01/04/2021,Monique Blanco,monique12@adventure-works.com,"Mountain-200 Silver, 38",1,2071.4196,165.7136
SO49212,1,01/04/2021,Olivia Coleman,olivia51@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49210,1,01/04/2021,Timothy James,timothy9@adventure-works.com,"Mountain-200 Silver, 46",1,2071.4196,165.7136
SO49203,1,01/04/2021,Louis Ye,louis3@adventure-works.com,"Road-650 Red, 52",1,782.99,62.6392
SO49201,1,01/04/2021,Jaime Diaz,jaime3@adventure-works.com,"Road-250 Red, 52",1,2443.35,195.468
SO49202,1,01/04/2021,Audrey Gutierrez,audrey12@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49200,1,01/04/2021,Blake Taylor,blake8@adventure-works.com,"Road-250 Red, 44",1,2443.35,195.468
SO49215,1,01/04/2021,Kathryn Deng,kathryn1@adventure-works.com,"Road-650 Red, 62",1,782.99,62.6392
SO49213,1,01/04/2021,Anne Martin,anne1@adventure-works.com,"Road-550-W Yellow, 44",1,1000.4375,80.035
SO49209,1,01/04/2021,Dana Suarez,dana12@adventure-works.com,"Road-250 Red, 58",1,2181.5625,174.525
SO49208,1,01/04/2021,Alexis Powell,alexis31@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49207,1,01/04/2021,Jordan Roberts,jordan58@adventure-works.com,"Road-250 Red, 48",1,2443.35,195.468
SO49206,1,01/04/2021,Adam Powell,adam6@adventure-works.com,"Road-250 Black, 48",1,2181.5625,174.525
SO49214,1,01/04/2021,Bobby Ray,bobby7@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49216,1,01/04/2021,Rafael Sun,rafael14@adventure-works.com,"Road-650 Red, 44",1,782.99,62.6392
SO49211,1,01/04/2021,Rachel Perry,rachel55@adventure-works.com,"Mountain-200 Silver, 42",1,2071.4196,165.7136
SO49221,1,01/05/2021,Brett Martinez,brett17@adventure-works.com,"Road-250 Black, 58",1,2181.5625,174.525
SO49217,1,01/05/2021,Russell Sharma,russell12@adventure-works.com,"Road-250 Black, 52",1,2181.5625,174.525
